n_estimators,max_depth,accuracy
95,65,0.8504399061203003
95,70,0.8504399061203003
95,75,0.8504399061203003
95,80,0.8504399061203003
95,85,0.8504399061203003
95,90,0.8504399061203003
95,95,0.8504399061203003
95,100,0.8504399061203003
100,5,0.666222333908081
100,10,0.8072513937950134
100,15,0.8461743593215942
100,20,0.8520394563674927
100,25,0.8531058430671692
100,30,0.8528392314910889
100,35,0.8528392314910889
100,40,0.8528392314910889
100,45,0.8528392314910889
100,50,0.8528392314910889
100,55,0.8528392314910889
100,60,0.8528392314910889
100,65,0.8528392314910889
100,70,0.8528392314910889
100,75,0.8528392314910889
100,80,0.8528392314910889
100,85,0.8528392314910889
100,90,0.8528392314910889
100,95,0.8528392314910889
100,100,0.8528392314910889
